Gmt time,Open,High,Low,Close,Volume
31.12.2018 22:00:00.000,1.14644,1.14644,1.14627,1.14627,5.25
01.01.2019 22:00:00.000,1.14598,1.14967,1.13250,1.13432,444066.54649999994
02.01.2019 22:00:00.000,1.13423,1.14110,1.13092,1.13924,503259.73329999996
03.01.2019 22:00:00.000,1.13924,1.14189,1.13456,1.13943,418205.8579
04.01.2019 22:00:00.000,1.13943,1.13943,1.13943,1.13943,0
05.01.2019 22:00:00.000,1.13943,1.13943,1.13943,1.13943,0
06.01.2019 22:00:00.000,1.13955,1.14826,1.13954,1.14740,365290.16069999995
07.01.2019 22:00:00.000,1.14740,1.14844,1.14222,1.14406,374697.228
08.01.2019 22:00:00.000,1.14406,1.15578,1.14370,1.15417,461404.6893999999
09.01.2019 22:00:00.000,1.15419,1.15697,1.14844,1.14994,503283.2468
10.01.2019 22:00:00.000,1.14994,1.15403,1.14580,1.14656,378819.8979000001
11.01.2019 22:00:00.000,1.14656,1.14656,1.14656,1.14656,0
12.01.2019 22:00:00.000,1.14656,1.14656,1.14656,1.14656,0
13.01.2019 22:00:00.000,1.14589,1.14820,1.14506,1.14679,346170.5487
14.01.2019 22:00:00.000,1.14679,1.14896,1.13819,1.14121,428238.4394
15.01.2019 22:00:00.000,1.14119,1.14248,1.13777,1.13911,373010.33019999997
16.01.2019 22:00:00.000,1.13911,1.14059,1.13700,1.13880,381653.9362
17.01.2019 22:00:00.000,1.13880,1.14103,1.13532,1.13614,391856.67270000005
18.01.2019 22:00:00.000,1.13614,1.13614,1.13614,1.13614,0
19.01.2019 22:00:00.000,1.13614,1.13614,1.13614,1.13614,0
20.01.2019 22:00:00.000,1.13603,1.13910,1.13567,1.13658,233318.68829999998
21.01.2019 22:00:00.000,1.13658,1.13739,1.13361,1.13595,367311.2478
22.01.2019 22:00:00.000,1.13594,1.13942,1.13505,1.13808,378369.69320000004
23.01.2019 22:00:00.000,1.13804,1.13913,1.12892,1.13020,430484.31729999994
24.01.2019 22:00:00.000,1.13011,1.14176,1.13004,1.14032,437970.6597999999
25.01.2019 22:00:00.000,1.14032,1.14032,1.14032,1.14032,0
26.01.2019 22:00:00.000,1.14032,1.14032,1.14032,1.14032,0
27.01.2019 22:00:00.000,1.14005,1.14436,1.13900,1.14271,355353.5988
28.01.2019 22:00:00.000,1.14257,1.14501,1.14111,1.14307,422806.6175
29.01.2019 22:00:00.000,1.14308,1.15016,1.14062,1.14786,430060.0301999999
30.01.2019 22:00:00.000,1.14786,1.15141,1.14356,1.14467,479601.8068
31.01.2019 22:00:00.000,1.14468,1.14884,1.14343,1.14547,406760.0677
01.02.2019 22:00:00.000,1.14547,1.14547,1.14547,1.14547,0
02.02.2019 22:00:00.000,1.14547,1.14547,1.14547,1.14547,0
03.02.2019 22:00:00.000,1.14503,1.14603,1.14244,1.14353,364641.27459999995
04.02.2019 22:00:00.000,1.14353,1.14404,1.14011,1.14054,333750.1993999999
05.02.2019 22:00:00.000,1.14054,1.14094,1.13608,1.13618,348621.8400999999
06.02.2019 22:00:00.000,1.13615,1.13683,1.13244,1.13390,377168.2571
07.02.2019 22:00:00.000,1.13383,1.13508,1.13207,1.13207,337884.74919999996
08.02.2019 22:00:00.000,1.13207,1.13207,1.13207,1.13207,0
09.02.2019 22:00:00.000,1.13207,1.13207,1.13207,1.13207,0
10.02.2019 22:00:00.000,1.13186,1.13298,1.12672,1.12754,381292.5479
11.02.2019 22:00:00.000,1.12752,1.13396,1.12577,1.13251,397043.4979
12.02.2019 22:00:00.000,1.13251,1.13414,1.12601,1.12602,381009.89109999995
13.02.2019 22:00:00.000,1.12601,1.13098,1.12490,1.12947,420237.8624
14.02.2019 22:00:00.000,1.12949,1.13061,1.12340,1.12925,437592.53010000003
15.02.2019 22:00:00.000,1.12925,1.12925,1.12925,1.12925,0
16.02.2019 22:00:00.000,1.12925,1.12925,1.12925,1.12925,0
17.02.2019 22:00:00.000,1.12906,1.13338,1.12889,1.13081,268325.4813
18.02.2019 22:00:00.000,1.13079,1.13574,1.12755,1.13400,403980.9442000001
19.02.2019 22:00:00.000,1.13400,1.13711,1.13249,1.13359,395136.9310999999
20.02.2019 22:00:00.000,1.13359,1.13663,1.13202,1.13333,443593.7802
21.02.2019 22:00:00.000,1.13323,1.13556,1.13161,1.13319,393106.23260000005
22.02.2019 22:00:00.000,1.13319,1.13319,1.13319,1.13319,0
23.02.2019 22:00:00.000,1.13319,1.13319,1.13319,1.13319,0
24.02.2019 22:00:00.000,1.13340,1.13675,1.13281,1.13568,370315.67029999994
25.02.2019 22:00:00.000,1.13570,1.14027,1.13450,1.13888,417727.3134
26.02.2019 22:00:00.000,1.13887,1.14036,1.13622,1.13693,422680.3583
27.02.2019 22:00:00.000,1.13691,1.14197,1.13595,1.13704,459223.3102
28.02.2019 22:00:00.000,1.13706,1.14085,1.13533,1.13633,413036.85990000004
01.03.2019 22:00:00.000,1.13633,1.13633,1.13633,1.13633,0
02.03.2019 22:00:00.000,1.13633,1.13633,1.13633,1.13633,0
03.03.2019 22:00:00.000,1.13811,1.13826,1.13090,1.13394,408082.59630000003
04.03.2019 22:00:00.000,1.13394,1.13408,1.12895,1.13073,394223.5472999999
05.03.2019 22:00:00.000,1.13072,1.13245,1.12855,1.13061,326397.968
06.03.2019 22:00:00.000,1.13059,1.13202,1.11764,1.11929,390982.3178
07.03.2019 22:00:00.000,1.11929,1.12461,1.11852,1.12311,380182.114
08.03.2019 22:00:00.000,1.12311,1.12311,1.12311,1.12311,0
09.03.2019 22:00:00.000,1.12311,1.12311,1.12311,1.12311,0
10.03.2019 21:00:00.000,1.12316,1.12583,1.12217,1.12440,309137.21530000004
11.03.2019 21:00:00.000,1.12436,1.13049,1.12434,1.12861,335385.00129999995
12.03.2019 21:00:00.000,1.12861,1.13385,1.12773,1.13268,299074.959
13.03.2019 21:00:00.000,1.13255,1.13375,1.12940,1.13034,330546.7996
14.03.2019 21:00:00.000,1.13025,1.13443,1.12976,1.13240,301440.2578
15.03.2019 21:00:00.000,1.13240,1.13240,1.13240,1.13240,0
16.03.2019 21:00:00.000,1.13240,1.13240,1.13240,1.13240,0
17.03.2019 21:00:00.000,1.13201,1.13589,1.13189,1.13388,252525.64159999997
18.03.2019 21:00:00.000,1.13388,1.13615,1.13295,1.13507,272469.3208
19.03.2019 21:00:00.000,1.13508,1.14480,1.13354,1.14130,363149.69659999997
20.03.2019 21:00:00.000,1.14129,1.14373,1.13425,1.13734,359013.25979999994
21.03.2019 21:00:00.000,1.13728,1.13905,1.12732,1.13004,413563.2645000001
22.03.2019 21:00:00.000,1.13004,1.13004,1.13004,1.13004,0
23.03.2019 21:00:00.000,1.13004,1.13004,1.13004,1.13004,0
24.03.2019 21:00:00.000,1.12892,1.13314,1.12883,1.13119,333540.579
25.03.2019 21:00:00.000,1.13117,1.13259,1.12632,1.12654,341540.2492
26.03.2019 21:00:00.000,1.12654,1.12855,1.12421,1.12435,417698.0301000001
27.03.2019 21:00:00.000,1.12435,1.12612,1.12135,1.12211,430559.39319999993
28.03.2019 21:00:00.000,1.12211,1.12466,1.12098,1.12179,436718.5814999999
29.03.2019 21:00:00.000,1.12179,1.12179,1.12179,1.12179,0
30.03.2019 21:00:00.000,1.12179,1.12179,1.12179,1.12179,0
31.03.2019 21:00:00.000,1.12254,1.12498,1.12039,1.12122,412209.1987
01.04.2019 21:00:00.000,1.12120,1.12160,1.11836,1.12040,440588.83970000007
02.04.2019 21:00:00.000,1.12043,1.12547,1.12000,1.12320,459490.9804
03.04.2019 21:00:00.000,1.12321,1.12475,1.12059,1.12199,383271.84209999995
04.04.2019 21:00:00.000,1.12198,1.12472,1.12099,1.12142,346356.78719999996
05.04.2019 21:00:00.000,1.12142,1.12142,1.12142,1.12142,0
06.04.2019 21:00:00.000,1.12142,1.12142,1.12142,1.12142,0
07.04.2019 21:00:00.000,1.12138,1.12744,1.12118,1.12616,379705.5689000001
08.04.2019 21:00:00.000,1.12604,1.12842,1.12549,1.12612,387174.0097
09.04.2019 21:00:00.000,1.12614,1.12876,1.12294,1.12731,434523.7744999999
10.04.2019 21:00:00.000,1.12730,1.12873,1.12498,1.12513,378748.4304
11.04.2019 21:00:00.000,1.12513,1.13239,1.12511,1.12976,415527.5331
12.04.2019 21:00:00.000,1.12976,1.12976,1.12976,1.12976,0
13.04.2019 21:00:00.000,1.12976,1.12976,1.12976,1.12976,0
14.04.2019 21:00:00.000,1.13035,1.13209,1.12975,1.13030,374810.4309
15.04.2019 21:00:00.000,1.13030,1.13139,1.12797,1.12804,476343.052
16.04.2019 21:00:00.000,1.12804,1.13237,1.12788,1.12944,394432.598
17.04.2019 21:00:00.000,1.12933,1.13039,1.12261,1.12279,416467.5791
18.04.2019 21:00:00.000,1.12295,1.12476,1.12263,1.12408,115584.66990000001
19.04.2019 21:00:00.000,1.12408,1.12408,1.12408,1.12408,0
20.04.2019 21:00:00.000,1.12408,1.12408,1.12408,1.12408,0
21.04.2019 21:00:00.000,1.12408,1.12620,1.12357,1.12566,182313.1733
22.04.2019 21:00:00.000,1.12568,1.12612,1.11921,1.12268,362754.9433
23.04.2019 21:00:00.000,1.12264,1.12265,1.11406,1.11519,392251.1006
24.04.2019 21:00:00.000,1.11518,1.11623,1.11178,1.11309,351084.3925000001
25.04.2019 21:00:00.000,1.11283,1.11739,1.11111,1.11429,353517.6993
26.04.2019 21:00:00.000,1.11429,1.11429,1.11429,1.11429,0
27.04.2019 21:00:00.000,1.11429,1.11429,1.11429,1.11429,0
28.04.2019 21:00:00.000,1.11441,1.11869,1.11441,1.11854,285168.9402
29.04.2019 21:00:00.000,1.11854,1.12290,1.11757,1.12145,321261.0212000001
30.04.2019 21:00:00.000,1.12141,1.12647,1.11870,1.11953,241818.1619
01.05.2019 21:00:00.000,1.11950,1.12190,1.11707,1.11714,302572.77050000004
02.05.2019 21:00:00.000,1.11714,1.12047,1.11350,1.12007,342215.52830000006
03.05.2019 21:00:00.000,1.12007,1.12007,1.12007,1.12007,0
04.05.2019 21:00:00.000,1.12007,1.12007,1.12007,1.12007,0
05.05.2019 21:00:00.000,1.11799,1.12092,1.11672,1.11980,318835.24919999996
06.05.2019 21:00:00.000,1.11980,1.12178,1.11666,1.11912,340447.04919999995
07.05.2019 21:00:00.000,1.11899,1.12136,1.11827,1.11909,367837.6512999999
08.05.2019 21:00:00.000,1.11909,1.12509,1.11734,1.12138,409646.99880000006
09.05.2019 21:00:00.000,1.12123,1.12536,1.12115,1.12329,380071.95060000004
10.05.2019 21:00:00.000,1.12329,1.12329,1.12329,1.12329,0
11.05.2019 21:00:00.000,1.12329,1.12329,1.12329,1.12329,0
12.05.2019 21:00:00.000,1.12320,1.12635,1.12216,1.12216,328236.8703
13.05.2019 21:00:00.000,1.12211,1.12439,1.12011,1.12033,316840.3628999999
14.05.2019 21:00:00.000,1.12033,1.12245,1.11779,1.12008,339619.66089999996
15.05.2019 21:00:00.000,1.12009,1.12238,1.11662,1.11736,331828.9408
16.05.2019 21:00:00.000,1.11735,1.11841,1.11551,1.11563,359815.5641
17.05.2019 21:00:00.000,1.11563,1.11563,1.11563,1.11563,0
18.05.2019 21:00:00.000,1.11563,1.11563,1.11563,1.11563,0
19.05.2019 21:00:00.000,1.11598,1.11748,1.11506,1.11655,302289.56909999996
20.05.2019 21:00:00.000,1.11652,1.11880,1.11419,1.11604,334241.3002999999
21.05.2019 21:00:00.000,1.11593,1.11802,1.11485,1.11501,286754.2488
22.05.2019 21:00:00.000,1.11498,1.11875,1.11070,1.11815,367019.64240000007
23.05.2019 21:00:00.000,1.11819,1.12121,1.11733,1.12043,319912.6509
24.05.2019 21:00:00.000,1.12043,1.12043,1.12043,1.12043,0
25.05.2019 21:00:00.000,1.12043,1.12043,1.12043,1.12043,0
26.05.2019 21:00:00.000,1.12091,1.12151,1.11869,1.11910,190827.99799999996
27.05.2019 21:00:00.000,1.11910,1.11983,1.11592,1.11598,305060.0014
28.05.2019 21:00:00.000,1.11598,1.11724,1.11243,1.11310,353468.89820000005
29.05.2019 21:00:00.000,1.11305,1.11433,1.11160,1.11291,301167.99019999994
30.05.2019 21:00:00.000,1.11285,1.11797,1.11251,1.11678,423489.3182
31.05.2019 21:00:00.000,1.11678,1.11678,1.11678,1.11678,0
01.06.2019 21:00:00.000,1.11678,1.11678,1.11678,1.11678,0
02.06.2019 21:00:00.000,1.11607,1.12619,1.11601,1.12414,373155.9781
03.06.2019 21:00:00.000,1.12414,1.12774,1.12267,1.12515,412796.5936000001
04.06.2019 21:00:00.000,1.12515,1.13065,1.12200,1.12208,397885.75739999994
05.06.2019 21:00:00.000,1.12204,1.13090,1.12008,1.12753,364190.7608
06.06.2019 21:00:00.000,1.12752,1.13477,1.12512,1.13334,357020.7048
07.06.2019 21:00:00.000,1.13334,1.13334,1.13334,1.13334,0
08.06.2019 21:00:00.000,1.13334,1.13334,1.13334,1.13334,0
09.06.2019 21:00:00.000,1.13220,1.13308,1.12902,1.13113,323441.39239999995
10.06.2019 21:00:00.000,1.13109,1.13374,1.13013,1.13260,358470.65049999993
11.06.2019 21:00:00.000,1.13253,1.13434,1.12824,1.12871,373380.33819999994
12.06.2019 21:00:00.000,1.12871,1.13037,1.12683,1.12761,353828.4198
13.06.2019 21:00:00.000,1.12761,1.12891,1.12024,1.12050,352199.19279999996
14.06.2019 21:00:00.000,1.12050,1.12050,1.12050,1.12050,0
15.06.2019 21:00:00.000,1.12050,1.12050,1.12050,1.12050,0
16.06.2019 21:00:00.000,1.12089,1.12470,1.12037,1.12178,246530.3533
17.06.2019 21:00:00.000,1.12178,1.12428,1.11813,1.11936,391516.4326
18.06.2019 21:00:00.000,1.11926,1.12542,1.11871,1.12259,318790.70950000006
19.06.2019 21:00:00.000,1.12255,1.13173,1.12255,1.12916,424441.7689
20.06.2019 21:00:00.000,1.12913,1.13777,1.12830,1.13679,420897.49290000007
21.06.2019 21:00:00.000,1.13679,1.13679,1.13679,1.13679,0
22.06.2019 21:00:00.000,1.13679,1.13679,1.13679,1.13679,0
23.06.2019 21:00:00.000,1.13695,1.14039,1.13662,1.13978,299686.55880000006
24.06.2019 21:00:00.000,1.13979,1.14119,1.13442,1.13651,390537.92220000003
25.06.2019 21:00:00.000,1.13651,1.13913,1.13474,1.13678,344653.0698
26.06.2019 21:00:00.000,1.13676,1.13814,1.13477,1.13689,305483.49140000006
27.06.2019 21:00:00.000,1.13689,1.13933,1.13506,1.13681,283378.0901
28.06.2019 21:00:00.000,1.13681,1.13681,1.13681,1.13681,0
29.06.2019 21:00:00.000,1.13681,1.13681,1.13681,1.13681,0
30.06.2019 21:00:00.000,1.13595,1.13710,1.12810,1.12851,306082.3211
01.07.2019 21:00:00.000,1.12850,1.13215,1.12751,1.12847,265242.0293
02.07.2019 21:00:00.000,1.12842,1.13123,1.12686,1.12774,265517.24880000006
03.07.2019 21:00:00.000,1.12777,1.12951,1.12731,1.12847,139750.8095
04.07.2019 21:00:00.000,1.12837,1.12877,1.12073,1.12235,264181.82769999997
05.07.2019 21:00:00.000,1.12235,1.12235,1.12235,1.12235,0
06.07.2019 21:00:00.000,1.12235,1.12235,1.12235,1.12235,0
07.07.2019 21:00:00.000,1.12215,1.12344,1.12069,1.12142,214337.45109999995
08.07.2019 21:00:00.000,1.12141,1.12187,1.11933,1.12078,217992.44180000003
09.07.2019 21:00:00.000,1.12076,1.12643,1.12018,1.12503,274645.43869999994
10.07.2019 21:00:00.000,1.12503,1.12857,1.12451,1.12529,281815.8216
11.07.2019 21:00:00.000,1.12529,1.12748,1.12381,1.12698,263650.37010000006
12.07.2019 21:00:00.000,1.12698,1.12698,1.12698,1.12698,0
13.07.2019 21:00:00.000,1.12698,1.12698,1.12698,1.12698,0
14.07.2019 21:00:00.000,1.12666,1.12838,1.12532,1.12577,210951.8792
15.07.2019 21:00:00.000,1.12574,1.12634,1.12018,1.12103,261704.96149999998
16.07.2019 21:00:00.000,1.12102,1.12335,1.11997,1.12242,224551.34879999998
17.07.2019 21:00:00.000,1.12237,1.12804,1.12051,1.12765,304572.3611
18.07.2019 21:00:00.000,1.12766,1.12820,1.12033,1.12192,302348.59109999996
19.07.2019 21:00:00.000,1.12192,1.12192,1.12192,1.12192,0
20.07.2019 21:00:00.000,1.12192,1.12192,1.12192,1.12192,0
21.07.2019 21:00:00.000,1.12150,1.12253,1.12062,1.12094,228680.34199999995
22.07.2019 21:00:00.000,1.12093,1.12096,1.11457,1.11517,269201.8498
23.07.2019 21:00:00.000,1.11516,1.11558,1.11269,1.11399,268376.5412
24.07.2019 21:00:00.000,1.11400,1.11877,1.11013,1.11462,362814.33939999994
25.07.2019 21:00:00.000,1.11460,1.11509,1.11120,1.11247,267954.1497
26.07.2019 21:00:00.000,1.11247,1.11247,1.11247,1.11247,0
27.07.2019 21:00:00.000,1.11247,1.11247,1.11247,1.11247,0
28.07.2019 21:00:00.000,1.11246,1.11509,1.11128,1.11443,230541.09889999998
29.07.2019 21:00:00.000,1.11443,1.11610,1.11321,1.11545,274747.22069999995
30.07.2019 21:00:00.000,1.11548,1.11620,1.10600,1.10749,353835.78630000004
31.07.2019 21:00:00.000,1.10749,1.10958,1.10268,1.10847,463136.00239999994
01.08.2019 21:00:00.000,1.10849,1.11164,1.10696,1.11057,480267.18399999995
02.08.2019 21:00:00.000,1.11057,1.11057,1.11057,1.11057,0
03.08.2019 21:00:00.000,1.11057,1.11057,1.11057,1.11057,0
04.08.2019 21:00:00.000,1.11042,1.12130,1.11033,1.12033,464957.0357
05.08.2019 21:00:00.000,1.12034,1.12497,1.11675,1.11980,433454.9382000001
06.08.2019 21:00:00.000,1.11980,1.12417,1.11791,1.11980,443704.0818000001
07.08.2019 21:00:00.000,1.11974,1.12323,1.11769,1.11802,348000.0201999999
08.08.2019 21:00:00.000,1.11801,1.12229,1.11780,1.11969,293895.5896
09.08.2019 21:00:00.000,1.11969,1.11969,1.11969,1.11969,0
10.08.2019 21:00:00.000,1.11969,1.11969,1.11969,1.11969,0
11.08.2019 21:00:00.000,1.11978,1.12306,1.11619,1.12131,317002.77979999996
12.08.2019 21:00:00.000,1.12129,1.12285,1.11701,1.11710,375022.8202000001
13.08.2019 21:00:00.000,1.11708,1.11908,1.11305,1.11377,348484.5803
14.08.2019 21:00:00.000,1.11380,1.11583,1.10913,1.11065,408361.5385999999
15.08.2019 21:00:00.000,1.11065,1.11121,1.10662,1.10899,256379.22809999995
16.08.2019 21:00:00.000,1.10899,1.10899,1.10899,1.10899,0
17.08.2019 21:00:00.000,1.10899,1.10899,1.10899,1.10899,0
18.08.2019 21:00:00.000,1.10925,1.11137,1.10760,1.10778,201056.0297
19.08.2019 21:00:00.000,1.10773,1.11066,1.10655,1.10998,199433.64860000001
20.08.2019 21:00:00.000,1.10981,1.11070,1.10804,1.10845,175529.0103
21.08.2019 21:00:00.000,1.10844,1.11130,1.10635,1.10799,211348.69979999997
22.08.2019 21:00:00.000,1.10798,1.11532,1.10516,1.11360,242943.8405
23.08.2019 21:00:00.000,1.11360,1.11360,1.11360,1.11360,0
24.08.2019 21:00:00.000,1.11360,1.11360,1.11360,1.11360,0
25.08.2019 21:00:00.000,1.11507,1.11639,1.10942,1.11008,286725.5512999999
26.08.2019 21:00:00.000,1.11004,1.11159,1.10855,1.10901,210797.9689
27.08.2019 21:00:00.000,1.10895,1.10978,1.10733,1.10770,209317.92130000002
28.08.2019 21:00:00.000,1.10770,1.10930,1.10419,1.10563,212436.38880000002
29.08.2019 21:00:00.000,1.10563,1.10603,1.09632,1.09880,169948.88969999997
30.08.2019 21:00:00.000,1.09880,1.09880,1.09880,1.09880,0
31.08.2019 21:00:00.000,1.09880,1.09880,1.09880,1.09880,0
01.09.2019 21:00:00.000,1.09893,1.09962,1.09580,1.09682,47492.4398
02.09.2019 21:00:00.000,1.09684,1.09786,1.09260,1.09726,132792.3598
03.09.2019 21:00:00.000,1.09726,1.10383,1.09684,1.10348,161992.7234
04.09.2019 21:00:00.000,1.10348,1.10847,1.10166,1.10340,172857.20070000002
05.09.2019 21:00:00.000,1.10340,1.10572,1.10201,1.10250,158953.22349999996
06.09.2019 21:00:00.000,1.10250,1.10250,1.10250,1.10250,0
07.09.2019 21:00:00.000,1.10250,1.10250,1.10250,1.10250,0
08.09.2019 21:00:00.000,1.10260,1.10680,1.10153,1.10477,133135.8077
09.09.2019 21:00:00.000,1.10474,1.10595,1.10305,1.10432,131929.9993
10.09.2019 21:00:00.000,1.10430,1.10555,1.09851,1.10102,127350.51070000001
11.09.2019 21:00:00.000,1.10102,1.10871,1.09268,1.10643,203424.9414
12.09.2019 21:00:00.000,1.10643,1.11094,1.10554,1.10707,163168.1356
13.09.2019 21:00:00.000,1.10707,1.10707,1.10707,1.10707,0
14.09.2019 21:00:00.000,1.10707,1.10707,1.10707,1.10707,0
15.09.2019 21:00:00.000,1.10732,1.10863,1.09932,1.09991,145093.3258
16.09.2019 21:00:00.000,1.09984,1.10744,1.09901,1.10725,169706.42189999996
17.09.2019 21:00:00.000,1.10723,1.10755,1.10136,1.10298,156666.82630000002
18.09.2019 21:00:00.000,1.10298,1.10735,1.10229,1.10408,198421.77450000003
19.09.2019 21:00:00.000,1.10406,1.10676,1.09961,1.10169,178629.1005
20.09.2019 21:00:00.000,1.10169,1.10169,1.10169,1.10169,0
21.09.2019 21:00:00.000,1.10169,1.10169,1.10169,1.10169,0
22.09.2019 21:00:00.000,1.10136,1.10253,1.09661,1.09925,179107.70029999997
23.09.2019 21:00:00.000,1.09927,1.10240,1.09837,1.10193,181585.40940000003
24.09.2019 21:00:00.000,1.10192,1.10228,1.09374,1.09413,196307.73740000004
25.09.2019 21:00:00.000,1.09409,1.09672,1.09087,1.09187,192781.0294
26.09.2019 21:00:00.000,1.09187,1.09586,1.09046,1.09367,181146.3179
27.09.2019 21:00:00.000,1.09367,1.09367,1.09367,1.09367,0
28.09.2019 21:00:00.000,1.09367,1.09367,1.09367,1.09367,0
29.09.2019 21:00:00.000,1.09419,1.09478,1.08847,1.08991,175405.46089999998
30.09.2019 21:00:00.000,1.08991,1.09428,1.08790,1.09311,210710.3689
01.10.2019 21:00:00.000,1.09314,1.09636,1.09040,1.09590,203278.87980000005
02.10.2019 21:00:00.000,1.09584,1.09992,1.09408,1.09627,219553.9302
03.10.2019 21:00:00.000,1.09627,1.09990,1.09570,1.09760,189751.56609999997
04.10.2019 21:00:00.000,1.09760,1.09760,1.09760,1.09760,0
05.10.2019 21:00:00.000,1.09760,1.09760,1.09760,1.09760,0
06.10.2019 21:00:00.000,1.09803,1.10004,1.09619,1.09703,167097.95880000002
07.10.2019 21:00:00.000,1.09703,1.09958,1.09409,1.09560,217410.3778
08.10.2019 21:00:00.000,1.09560,1.09900,1.09507,1.09710,179859.69999999998
09.10.2019 21:00:00.000,1.09704,1.10337,1.09699,1.10050,234955.04489999995
10.10.2019 21:00:00.000,1.10049,1.10626,1.10007,1.10329,250927.82150000002
11.10.2019 21:00:00.000,1.10329,1.10329,1.10329,1.10329,0
12.10.2019 21:00:00.000,1.10329,1.10329,1.10329,1.10329,0
13.10.2019 21:00:00.000,1.10316,1.10426,1.10128,1.10248,154882.9701
14.10.2019 21:00:00.000,1.10250,1.10459,1.09912,1.10320,225723.78979999997
15.10.2019 21:00:00.000,1.10319,1.10855,1.10223,1.10710,233180.12660000002
16.10.2019 21:00:00.000,1.10710,1.11398,1.10650,1.11234,222120.3896
17.10.2019 21:00:00.000,1.11236,1.11719,1.11145,1.11703,146440.95949999994
18.10.2019 21:00:00.000,1.11703,1.11703,1.11703,1.11703,0
19.10.2019 21:00:00.000,1.11703,1.11703,1.11703,1.11703,0
20.10.2019 21:00:00.000,1.11607,1.11793,1.11386,1.11487,127017.56559999999
21.10.2019 21:00:00.000,1.11487,1.11568,1.11176,1.11243,124844.3603
22.10.2019 21:00:00.000,1.11242,1.11405,1.11061,1.11297,114032.9304
23.10.2019 21:00:00.000,1.11296,1.11627,1.10930,1.11037,147677.30959999998
24.10.2019 21:00:00.000,1.11036,1.11229,1.10729,1.10790,104934.82030000004
25.10.2019 21:00:00.000,1.10790,1.10790,1.10790,1.10790,0
26.10.2019 21:00:00.000,1.10790,1.10790,1.10790,1.10790,0
27.10.2019 21:00:00.000,1.10800,1.11065,1.10760,1.10991,104812.4006
28.10.2019 21:00:00.000,1.10990,1.11183,1.10735,1.11118,124459.5601
29.10.2019 21:00:00.000,1.11117,1.11516,1.10801,1.11501,136266.8298
30.10.2019 21:00:00.000,1.11499,1.11755,1.11314,1.11513,150194.8305
31.10.2019 21:00:00.000,1.11511,1.11718,1.11281,1.11641,129928.8077
01.11.2019 21:00:00.000,1.11641,1.11641,1.11641,1.11641,0
02.11.2019 21:00:00.000,1.11641,1.11641,1.11641,1.11641,0
03.11.2019 22:00:00.000,1.11684,1.11753,1.11247,1.11272,107148.78980000001
